cell,type,class,sx,sy,px,py
g211789__6417,NOR2xp33_ASAP7_75t_SL,core,216,270,18612,34218
g211790__5477,AOI31xp33_ASAP7_75t_L,core,324,270,16344,33678
g211791__2398,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,18720,34758
g211792__5107,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,17154,35568
g211793__6260,OAI221xp5_ASAP7_75t_L,core,378,270,17478,36378
g211794__4319,AOI31xp33_ASAP7_75t_L,core,324,270,19638,33948
g211795__8428,AOI211xp5_ASAP7_75t_SL,core,324,270,16614,34218
g211796__5526,OAI221xp5_ASAP7_75t_L,core,378,270,16992,37188
g211797__6783,AOI211xp5_ASAP7_75t_L,core,324,270,19908,36108
g211798__3680,OAI221xp5_ASAP7_75t_L,core,378,270,17802,37998
g211799__1617,OAI211xp5_ASAP7_75t_L,core,324,270,15642,35298
g211800__2802,OAI211xp5_ASAP7_75t_SL,core,324,270,20016,35298
g211801__1705,OAI311xp33_ASAP7_75t_L,core,378,270,16020,36918
g211802__5122,OAI211xp5_ASAP7_75t_L,core,324,270,18504,34488
g211803__8246,AOI211xp5_ASAP7_75t_L,core,324,270,16992,36648
g211804__7098,OAI21xp33_ASAP7_75t_SL,core,270,270,18450,35298
g211805__6131,AOI211xp5_ASAP7_75t_L,core,324,270,17964,36648
g211806__1881,OAI221xp5_ASAP7_75t_L,core,378,270,15858,36108
g211807__5115,OAI222xp33_ASAP7_75t_SL,core,540,270,18504,37728
g211808__7482,AOI321xp33_ASAP7_75t_R,core,432,270,17046,34218
g211809__4733,AND4x1_ASAP7_75t_L,core,378,270,18072,34758
g211810__6161,OAI221xp5_ASAP7_75t_SL,core,378,270,17262,35838
g211811__9315,OAI211xp5_ASAP7_75t_R,core,324,270,15750,34488
g211812__9945,OAI211xp5_ASAP7_75t_SL,core,324,270,19260,35568
g211813__2883,AOI221xp5_ASAP7_75t_R,core,378,270,18882,36918
g211814__2346,AOI211xp5_ASAP7_75t_L,core,324,270,18774,35028
g211815__1666,AOI221xp5_ASAP7_75t_L,core,378,270,16884,37458
g211816__7410,OAI211xp5_ASAP7_75t_R,core,324,270,16668,36648
g211817__6417,AOI221xp5_ASAP7_75t_R,core,378,270,18612,37458
g211818__5477,AOI211xp5_ASAP7_75t_SL,core,324,270,20070,36378
g211819__2398,OAI221xp5_ASAP7_75t_L,core,378,270,18072,35568
g211820__5107,OAI21xp33_ASAP7_75t_R,core,270,270,16344,34758
g211821__6260,AOI211xp5_ASAP7_75t_R,core,324,270,18126,33678
g211822__4319,OAI211xp5_ASAP7_75t_R,core,324,270,18072,33948
g211823__8428,AOI211xp5_ASAP7_75t_SL,core,324,270,19746,36378
g211824__5526,OAI211xp5_ASAP7_75t_R,core,324,270,20178,36918
g211825__6783,OAI221xp5_ASAP7_75t_SL,core,378,270,16128,36378
g211826__3680,OAI221xp5_ASAP7_75t_R,core,378,270,16830,35298
g211827__1617,AOI221xp5_ASAP7_75t_L,core,378,270,15750,35568
g211828__2802,OAI211xp5_ASAP7_75t_L,core,324,270,20016,37458
g211829__1705,OAI221xp5_ASAP7_75t_L,core,378,270,18882,34218
g211830__5122,AOI211xp5_ASAP7_75t_SL,core,324,270,19584,36918
g211831__8246,AOI211xp5_ASAP7_75t_L,core,324,270,18720,36378
g211832__7098,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,18342,33408
g211833__6131,OAI221xp5_ASAP7_75t_L,core,378,270,16938,35028
g211834__1881,OAI211xp5_ASAP7_75t_L,core,324,270,19800,34758
g211835__5115,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,17262,33678
g211836__7482,OAI211xp5_ASAP7_75t_L,core,324,270,17370,36108
g211837__4733,OAI221xp5_ASAP7_75t_R,core,378,270,18612,35838
g211838__6161,OAI211xp5_ASAP7_75t_SL,core,324,270,17856,37728
g211839__9315,AOI221xp5_ASAP7_75t_R,core,378,270,18396,37998
g211840__9945,AOI211xp5_ASAP7_75t_SL,core,324,270,19530,35028
g211841__2883,AOI211xp5_ASAP7_75t_L,core,324,270,19368,37728
g211842__2346,OAI221xp5_ASAP7_75t_R,core,378,270,15480,36108
g211843__1666,AOI221xp5_ASAP7_75t_SL,core,378,270,15426,36918
g211844__7410,AOI221xp5_ASAP7_75t_L,core,378,270,16074,34488
g211845__6417,OAI222xp33_ASAP7_75t_SL,core,540,270,17316,34758
g211846__5477,OAI222xp33_ASAP7_75t_L,core,540,270,16290,35298
g211847__2398,AOI221xp5_ASAP7_75t_L,core,378,270,18882,33138
g211848__5107,AOI221xp5_ASAP7_75t_SL,core,378,270,17424,37458
g211849__6260,AOI221xp5_ASAP7_75t_L,core,378,270,17586,36648
g211850__4319,AOI211xp5_ASAP7_75t_L,core,324,270,16236,35028
g211851__8428,OAI322xp33_ASAP7_75t_L,core,486,270,16668,33408
g211852__5526,OAI22xp33_ASAP7_75t_R,core,324,270,18288,36648
g211853__6783,AOI221xp5_ASAP7_75t_R,core,378,270,16074,36648
g211854__3680,AOI322xp5_ASAP7_75t_L,core,486,270,17910,36108
g211855__1617,AOI221xp5_ASAP7_75t_L,core,378,270,16614,36918
g211856__2802,OAI321xp33_ASAP7_75t_R,core,432,270,16344,37188
g211857__1705,AO21x1_ASAP7_75t_SL,core,324,270,16452,33948
g211858__5122,NAND2xp5_ASAP7_75t_R,core,216,270,16668,33678
g211859__8246,NOR2xp33_ASAP7_75t_R,core,216,270,16020,35028
g211860__7098,NOR2xp33_ASAP7_75t_R,core,216,270,17262,36378
g211861__6131,OR2x2_ASAP7_75t_R,core,324,270,18180,35028
g211862__1881,OA21x2_ASAP7_75t_R,core,378,270,19368,33678
g211863__5115,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,18396,33948
g211864__7482,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,19206,35838
g211865__4733,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,18612,36648
g211866__6161,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,16452,34488
g211867__9315,OAI21xp33_ASAP7_75t_R,core,270,270,19746,37458
g211868__9945,NOR2xp33_ASAP7_75t_R,core,216,270,15858,34758
g211869__2883,OAI21xp33_ASAP7_75t_R,core,270,270,19476,36378
g211870__2346,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,16128,33408
g211871__1666,OA21x2_ASAP7_75t_L,core,378,270,16560,35568
g211872__7410,OAI21xp33_ASAP7_75t_R,core,270,270,16236,36108
g211873__6417,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,16452,37728
g211874__5477,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,16992,36918
g211875__2398,AOI31xp33_ASAP7_75t_SL,core,324,270,18180,37188
g211876__5107,AOI21xp5_ASAP7_75t_SL,core,270,270,16074,34758
g211877__6260,AOI21xp33_ASAP7_75t_R,core,270,270,19044,34758
g211878__4319,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,17100,37998
g211879,INVxp67_ASAP7_75t_SL,core,162,270,19206,33408
g211880__8428,AOI22xp33_ASAP7_75t_R,core,324,270,17154,33948
g211881__5526,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,19206,35298
g211882__6783,AO21x1_ASAP7_75t_R,core,324,270,16776,37728
g211883__3680,OAI22xp33_ASAP7_75t_R,core,324,270,19260,36918
g211884__1617,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,16398,35838
g211885__2802,OAI21xp33_ASAP7_75t_L,core,270,270,18504,35028
g211886__1705,OAI22xp33_ASAP7_75t_R,core,324,270,19044,36378
g211887__5122,OAI221xp5_ASAP7_75t_L,core,378,270,16776,33948
g211888__8246,AOI22xp33_ASAP7_75t_R,core,324,270,19854,37728
g211889__7098,OAI22xp33_ASAP7_75t_R,core,324,270,15588,37728
g211890__6131,AOI22xp33_ASAP7_75t_L,core,324,270,16128,33948
g211891__1881,OAI32xp33_ASAP7_75t_L,core,378,270,17478,35568
g211892__5115,AOI22xp33_ASAP7_75t_R,core,324,270,18018,33408
g211893__7482,OAI22xp5_ASAP7_75t_R,core,324,270,18720,33948
g211894__4733,OAI22xp33_ASAP7_75t_R,core,324,270,19746,36648
g211895__6161,AOI32xp33_ASAP7_75t_R,core,378,270,15210,35838
g211896__9315,AOI22xp5_ASAP7_75t_L,core,324,270,15804,36378
g211897__9945,AOI22xp33_ASAP7_75t_R,core,324,270,18396,36918
g211898__2883,OAI22xp33_ASAP7_75t_L,core,324,270,20232,36108
g211899__2346,OAI22xp33_ASAP7_75t_R,core,324,270,18990,37998
g211900__1666,AOI22xp33_ASAP7_75t_R,core,324,270,17532,37728
g211901__7410,OAI221xp5_ASAP7_75t_R,core,378,270,18990,37458
g211902,INVxp67_ASAP7_75t_R,core,162,270,20286,36648
g211903,INVxp33_ASAP7_75t_R,core,162,270,19854,34218
g211904,INVxp67_ASAP7_75t_R,core,162,270,17910,33948
g211905,INVxp67_ASAP7_75t_R,core,162,270,16776,34488
g211906,INVxp33_ASAP7_75t_R,core,162,270,20178,37728
g211907,INVxp33_ASAP7_75t_R,core,162,270,17424,37998
g211908,INVxp33_ASAP7_75t_R,core,162,270,18018,35028
g211909__6417,NAND2xp33_ASAP7_75t_R,core,216,270,19800,35298
g211910__5477,NOR2xp33_ASAP7_75t_L,core,216,270,17316,37728
g211911__2398,NOR2xp33_ASAP7_75t_R,core,216,270,19962,37188
g211912__5107,NOR2xp33_ASAP7_75t_R,core,216,270,18072,38268
g211913__6260,NAND2xp33_ASAP7_75t_R,core,216,270,16128,33678
g211914__4319,NAND2xp5_ASAP7_75t_R,core,216,270,19044,36108
g211915__8428,NAND2xp5_ASAP7_75t_L,core,216,270,16128,35568
g211916__5526,NAND2xp33_ASAP7_75t_R,core,216,270,17856,34758
g211917__6783,NOR2xp33_ASAP7_75t_R,core,216,270,16398,34218
g211918__3680,NOR2xp33_ASAP7_75t_L,core,216,270,20070,36648
g211919__1617,NOR2xp33_ASAP7_75t_R,core,216,270,19746,34488
g211920__2802,NAND2xp33_ASAP7_75t_R,core,216,270,19422,33948
g211921__1705,NOR2xp33_ASAP7_75t_R,core,216,270,17694,33948
g211922__5122,NAND2xp33_ASAP7_75t_R,core,216,270,15534,34488
g211923__8246,NOR2xp33_ASAP7_75t_R,core,216,270,19314,35028
g211924__7098,NAND2xp5_ASAP7_75t_R,core,216,270,17586,37998
g211925__6131,NAND2xp5_ASAP7_75t_R,core,216,270,17694,36108
g211926__1881,NAND2xp5_ASAP7_75t_L,core,216,270,15804,35838
g211927__5115,AND2x2_ASAP7_75t_R,core,324,270,15642,37458
g211928__7482,NAND2xp5_ASAP7_75t_R,core,216,270,16506,36108
g211929__4733,NAND2xp5_ASAP7_75t_R,core,216,270,17046,36378
g211930__6161,NOR2xp33_ASAP7_75t_L,core,216,270,16884,33678
g211931,INVxp67_ASAP7_75t_SL,core,162,270,18018,37188
g211932,INVxp67_ASAP7_75t_R,core,162,270,19962,36918
g211933,INVxp67_ASAP7_75t_R,core,162,270,18774,33678
g211935,INVxp33_ASAP7_75t_R,core,162,270,17478,34218
g211936__9315,AOI22xp33_ASAP7_75t_L,core,324,270,18720,35298
g211937__9945,AOI22xp33_ASAP7_75t_R,core,324,270,15318,34758
g211938__2883,NOR2xp33_ASAP7_75t_R,core,216,270,19962,33678
g211939__2346,NAND2xp33_ASAP7_75t_R,core,216,270,15642,34758
g211940__1666,OAI211xp5_ASAP7_75t_R,core,324,270,17748,32868
g211941__7410,AO21x1_ASAP7_75t_R,core,324,270,16290,37458
g211942__6417,OAI21xp33_ASAP7_75t_R,core,270,270,15588,35028
g211943__5477,AOI21xp33_ASAP7_75t_R,core,270,270,19314,37998
g211944__2398,OAI22xp33_ASAP7_75t_R,core,324,270,17046,33138
g211945__5107,AND2x2_ASAP7_75t_L,core,324,270,17640,34218
g211946__6260,NOR2xp33_ASAP7_75t_SL,core,216,270,17532,37188
g211947__4319,NOR2xp33_ASAP7_75t_R,core,216,270,16830,36378
g211948__8428,AOI21xp5_ASAP7_75t_R,core,270,270,18450,35568
g211949__5526,OAI21xp5_ASAP7_75t_R,core,270,270,19530,35298
g211950__6783,NOR2xp33_ASAP7_75t_L,core,216,270,16776,37998
g211951__3680,AOI21xp5_ASAP7_75t_L,core,270,270,19692,37188
g211952__1617,OAI21xp33_ASAP7_75t_R,core,270,270,18342,34218
g211953__2802,NAND2xp5_ASAP7_75t_R,core,216,270,16452,36648
g211954__1705,NOR2xp33_ASAP7_75t_L,core,216,270,19152,33678
g211955__5122,NOR2xp33_ASAP7_75t_R,core,216,270,19044,33948
g211956__8246,NAND2xp5_ASAP7_75t_L,core,216,270,18180,37998
g211957__7098,NAND2xp5_ASAP7_75t_L,core,216,270,15588,35838
g211958__6131,NAND2xp5_ASAP7_75t_R,core,216,270,18990,35838
g212037__1881,NOR2xp33_ASAP7_75t_R,core,216,270,19584,35568
g212038__5115,AND2x2_ASAP7_75t_SL,core,324,270,15426,33948
g212039__7482,OR2x4_ASAP7_75t_SL,core,432,270,15588,33408
g212040__4733,AND2x2_ASAP7_75t_SL,core,324,270,15588,33678
g212065__6161,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,18882,33408
g212066__9315,NOR2xp33_ASAP7_75t_R,core,216,270,19260,33138
g212067__9945,OA21x2_ASAP7_75t_R,core,378,270,16020,35838
g212068__2883,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,17586,33138
g212069__2346,AND2x2_ASAP7_75t_SL,core,324,270,16182,33138
g212099__1666,XNOR2xp5_ASAP7_75t_L,core,486,270,12942,27738
g212107__7410,XNOR2xp5_ASAP7_75t_L,core,486,270,12564,27198
g212108__6417,OAI21x1_ASAP7_75t_SL,core,432,270,36270,19638
g212112__5477,OAI21x1_ASAP7_75t_SL,core,432,270,38430,19908
g212117__2398,NAND3xp33_ASAP7_75t_SL,core,270,270,36162,18558
g212118__5107,OAI21x1_ASAP7_75t_SL,core,432,270,34704,19368
g212119__6260,AO211x2_ASAP7_75t_SL,core,864,270,38160,15858
g212120__4319,OAI21x1_ASAP7_75t_SL,core,432,270,37674,15318
g212122__8428,AOI221x1_ASAP7_75t_SL,core,756,270,35190,17208
g212123__5526,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,35838,18558
g212125__6783,OR3x2_ASAP7_75t_SL,core,378,270,34920,17748
g212128__3680,AOI221xp5_ASAP7_75t_SL,core,378,270,37674,19638
g212129__1617,XOR2xp5_ASAP7_75t_L,core,486,270,12456,26928
g212130__2802,NAND4xp75_ASAP7_75t_SL,core,756,270,12294,29898
g212131__1705,AO21x2_ASAP7_75t_SL,core,378,270,38808,17208
g212136__5122,AOI21xp5_ASAP7_75t_SL,core,270,270,35730,19098
g212137__8246,NAND4xp75_ASAP7_75t_SL,core,756,270,14238,32598
g212138__7098,AO221x1_ASAP7_75t_SL,core,540,270,13374,30168
g212139__6131,AO21x1_ASAP7_75t_SL,core,324,270,14184,31518
g212140__1881,AND2x2_ASAP7_75t_SL,core,324,270,36486,17208
g212141__5115,AOI21xp5_ASAP7_75t_SL,core,270,270,38646,19368
g212142__7482,NAND3xp33_ASAP7_75t_SL,core,270,270,37188,16398
g212143__4733,AOI221xp5_ASAP7_75t_SL,core,378,270,38052,18558
g212144__6161,AOI221x1_ASAP7_75t_SL,core,756,270,37296,15588
g212145__9315,AND4x1_ASAP7_75t_SL,core,378,270,38592,20178
g212147__9945,OAI221xp5_ASAP7_75t_SL,core,378,270,40158,18018
g212148__2883,AO22x1_ASAP7_75t_SL,core,486,270,38268,19638
g212149__2346,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,37188,19098
g212150__1666,OAI21xp5_ASAP7_75t_SL,core,270,270,37890,15858
g212151__7410,OA332x1_ASAP7_75t_SL,core,594,270,11268,30438
g212152__6417,AOI221xp5_ASAP7_75t_SL,core,378,270,35136,17478
g212153__5477,OAI321xp33_ASAP7_75t_SL,core,432,270,38646,18828
g212154__2398,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,36324,17478
g212155__5107,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,38700,16938
g212156__6260,AO21x2_ASAP7_75t_SL,core,378,270,13104,29628
g212158__4319,OAI331xp33_ASAP7_75t_SL,core,486,270,36108,16938
g212159__8428,OAI322xp33_ASAP7_75t_SL,core,486,270,13698,31518
g212160__5526,OAI22xp5_ASAP7_75t_SL,core,324,270,37134,17748
g212161__6783,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,37566,20178
g212162__3680,OAI211xp5_ASAP7_75t_SL,core,324,270,39024,16938
g212163__1617,AOI211xp5_ASAP7_75t_SL,core,324,270,36000,16398
g212164__2802,OAI221xp5_ASAP7_75t_SL,core,378,270,35946,17478
g212165__1705,OAI22xp5_ASAP7_75t_SL,core,324,270,39294,18828
g212166__5122,AOI22xp33_ASAP7_75t_SL,core,324,270,38106,17478
g212167__8246,AO221x1_ASAP7_75t_SL,core,540,270,12024,30168
g212168__7098,AO21x1_ASAP7_75t_SL,core,324,270,12078,32058
g212170__6131,OAI21xp33_ASAP7_75t_R,core,270,270,36378,18828
g212171__1881,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,38268,20178
g212172__5115,NAND3xp33_ASAP7_75t_SL,core,270,270,13536,30708
g212173__7482,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,39294,18288
g212174__4733,NAND4xp25_ASAP7_75t_SL,core,324,270,12294,32328
g212175__6161,OA211x2_ASAP7_75t_SL,core,432,270,14562,33138
g212176__9315,OAI321xp33_ASAP7_75t_SL,core,432,270,35352,19368
g212177__9945,OAI21xp33_ASAP7_75t_L,core,270,270,36918,16668
g212178__2883,OAI21xp5_ASAP7_75t_SL,core,270,270,12834,29628
g212179__2346,AO21x2_ASAP7_75t_SL,core,378,270,14454,32328
g212180__1666,AOI21xp33_ASAP7_75t_L,core,270,270,37188,16668
g212181__7410,OAI221xp5_ASAP7_75t_L,core,378,270,36054,19368
g212182__6417,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,37782,17208
g212183__5477,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,38376,16668
g212184__2398,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,38052,20718
g212185__5107,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,38754,19098
g212186__6260,AOI221xp5_ASAP7_75t_L,core,378,270,37728,19098
g212187__4319,AOI22xp5_ASAP7_75t_SL,core,324,270,38592,17478
g212188__8428,OAI222xp33_ASAP7_75t_SL,core,540,270,37890,19908
g212189__5526,AOI22xp5_ASAP7_75t_SL,core,324,270,39780,17478
g212191__6783,OAI211xp5_ASAP7_75t_R,core,324,270,39618,18288
g212192__3680,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,36648,18828
g212193__1617,NAND3xp33_ASAP7_75t_SL,core,270,270,38916,18288
g212194__2802,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,37080,17478
g212195__1705,OAI21xp33_ASAP7_75t_L,core,270,270,36054,20718
g212196__5122,AOI21xp5_ASAP7_75t_L,core,270,270,36864,16128
g212197__8246,OR3x1_ASAP7_75t_SL,core,324,270,36918,16938
g212198__7098,NAND5xp2_ASAP7_75t_SL,core,378,270,13158,31788
g212199__6131,OAI221xp5_ASAP7_75t_SL,core,378,270,39024,16128
g212200__1881,AOI321xp33_ASAP7_75t_R,core,432,270,36000,16668
g212202__7482,AOI22xp33_ASAP7_75t_SL,core,324,270,12834,32868
g212203__4733,AOI221xp5_ASAP7_75t_SL,core,378,270,39348,19908
g212204__6161,AO21x2_ASAP7_75t_SL,core,378,270,11700,29358
g212205__9315,AOI221xp5_ASAP7_75t_L,core,378,270,38646,16128
g212206__9945,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,37782,17478
g212207__2883,NOR4xp25_ASAP7_75t_R,core,324,270,36432,18558
g212208__2346,NAND2xp5_ASAP7_75t_SL,core,216,270,37782,16938
g212209__1666,OAI211xp5_ASAP7_75t_L,core,324,270,38862,19908
g212210__7410,OAI211xp5_ASAP7_75t_L,core,324,270,39618,19368
g212211__6417,OAI211xp5_ASAP7_75t_SL,core,324,270,37728,20988
g212212__5477,OAI21xp33_ASAP7_75t_L,core,270,270,38160,20448
g212213__2398,OAI211xp5_ASAP7_75t_L,core,324,270,39942,19638
g212214__5107,NOR3xp33_ASAP7_75t_L,core,270,270,39078,19098
g212215__6260,AOI21xp5_ASAP7_75t_R,core,270,270,37458,17748
g212216__4319,OAI221xp5_ASAP7_75t_R,core,378,270,37512,15858
g212217__8428,AOI211xp5_ASAP7_75t_L,core,324,270,36054,18828
g212218__5526,OAI211xp5_ASAP7_75t_L,core,324,270,36918,19908
g212219,INVxp67_ASAP7_75t_R,core,162,270,39402,20718
g212220__6783,OAI21xp5_ASAP7_75t_SL,core,270,270,13968,32868
g212221__3680,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,11862,29628
g212222__1617,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,14454,34218
g212223__2802,OAI211xp5_ASAP7_75t_R,core,324,270,35838,19908
g212224__1705,NAND3xp33_ASAP7_75t_R,core,270,270,12024,30708
g212225__5122,OAI211xp5_ASAP7_75t_R,core,324,270,37836,18828
g212226__8246,OR4x1_ASAP7_75t_R,core,378,270,10944,33408
g212227__7098,NOR2xp33_ASAP7_75t_SL,core,216,270,14454,33678
g212228__6131,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,36054,15858
g212229__1881,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,39078,20718
g212230__5115,OA211x2_ASAP7_75t_L,core,432,270,39564,19098
g212231__7482,OAI211xp5_ASAP7_75t_L,core,324,270,37458,16938
g212232__4733,OAI211xp5_ASAP7_75t_R,core,324,270,37242,20178
g212233__6161,OAI221xp5_ASAP7_75t_L,core,378,270,38916,17478
g212234__9315,NAND3xp33_ASAP7_75t_SL,core,270,270,12078,32598
g212235__9945,AOI211xp5_ASAP7_75t_L,core,324,270,37242,19908
g212236__2883,OAI221xp5_ASAP7_75t_R,core,378,270,36216,17748
g212237__2346,OAI221xp5_ASAP7_75t_R,core,378,270,39726,16938
g212238__1666,AOI211xp5_ASAP7_75t_L,core,324,270,36432,19368
g212239__7410,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,37080,15858
g212240__6417,OAI21xp33_ASAP7_75t_R,core,270,270,40050,19908
g212241__5477,OAI221xp5_ASAP7_75t_R,core,378,270,38376,20718
g212242__2398,OAI221xp5_ASAP7_75t_R,core,378,270,36810,16398
g212243__5107,OAI221xp5_ASAP7_75t_R,core,378,270,39780,20178
g212244__6260,OAI221xp5_ASAP7_75t_SL,core,378,270,39780,17748
g212245__4319,AOI221xp5_ASAP7_75t_R,core,378,270,35352,18828
g212246__8428,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,36162,17208
g212247__5526,AOI322xp5_ASAP7_75t_L,core,486,270,37242,18558
g212248__6783,NOR3xp33_ASAP7_75t_L,core,270,270,38700,16668
g212249__3680,AOI22xp33_ASAP7_75t_L,core,324,270,12834,30708
g212250__1617,OAI221xp5_ASAP7_75t_L,core,378,270,37998,16668
g212251__2802,OAI211xp5_ASAP7_75t_L,core,324,270,38268,17748
g212252__1705,OAI221xp5_ASAP7_75t_SL,core,378,270,39024,19638
g212253__5122,AOI221xp5_ASAP7_75t_SL,core,378,270,40428,18828
g212254__8246,OR3x1_ASAP7_75t_SL,core,324,270,37242,19368
g212255__7098,AOI221xp5_ASAP7_75t_SL,core,378,270,37620,18018
g212256__6131,AO221x1_ASAP7_75t_SL,core,540,270,39456,16398
g212257__1881,AOI221xp5_ASAP7_75t_R,core,378,270,37242,20448
g212258__5115,AOI321xp33_ASAP7_75t_R,core,432,270,35568,16398
g212259__7482,AOI22xp5_ASAP7_75t_L,core,324,270,35730,18828
g212260__4733,AOI21xp33_ASAP7_75t_R,core,270,270,36972,19368
g212261__6161,OAI222xp33_ASAP7_75t_SL,core,540,270,39618,18558
g212262__9315,AOI222xp33_ASAP7_75t_SL,core,540,270,38592,17748
g212263__9945,OAI222xp33_ASAP7_75t_L,core,540,270,37728,17748
g212264__2883,OAI322xp33_ASAP7_75t_L,core,486,270,35460,17748
g212265__2346,AOI221xp5_ASAP7_75t_L,core,378,270,39186,20178
g212266__1666,AO221x1_ASAP7_75t_SL,core,540,270,13374,32058
g212267__7410,OAI321xp33_ASAP7_75t_SL,core,432,270,10458,31248
g212268__6417,AOI221xp5_ASAP7_75t_L,core,378,270,39024,16668
g212269__5477,OAI221xp5_ASAP7_75t_R,core,378,270,38106,17208
g212270__2398,AOI322xp5_ASAP7_75t_L,core,486,270,38592,16398
g212271__5107,AOI221xp5_ASAP7_75t_L,core,378,270,38052,16398
g212272__6260,AOI221xp5_ASAP7_75t_L,core,378,270,38700,20448
g212273__4319,AOI22xp5_ASAP7_75t_R,core,324,270,36594,17748
g212274__8428,AOI221xp5_ASAP7_75t_SL,core,378,270,35946,20178
g212275__5526,OAI21xp33_ASAP7_75t_R,core,270,270,35622,16938
g212276__6783,NAND2xp33_ASAP7_75t_R,core,216,270,14130,32058
g212277__3680,NOR2xp33_ASAP7_75t_R,core,216,270,37188,17208
g212278__1617,NAND2xp5_ASAP7_75t_L,core,216,270,37566,17208
g212279__2802,NAND4xp25_ASAP7_75t_R,core,324,270,11376,30708
g212280__1705,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,11646,31788
g212281__5122,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,35244,18288
g212282__8246,OAI22xp33_ASAP7_75t_SL,core,324,270,14562,33948
g212283__7098,NAND4xp25_ASAP7_75t_SL,core,324,270,10836,32328
g212284__6131,AOI321xp33_ASAP7_75t_L,core,432,270,12564,34488
g212285__1881,AOI31xp33_ASAP7_75t_L,core,324,270,36324,16398
g212286__5115,OAI21xp33_ASAP7_75t_R,core,270,270,35946,18018
g212287__7482,AO21x1_ASAP7_75t_L,core,324,270,35514,18558
g212288__4733,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,36216,19098
g212289__6161,OAI211xp5_ASAP7_75t_SL,core,324,270,13428,30978
g212290__9315,AOI21xp33_ASAP7_75t_L,core,270,270,37080,20718
g212291__9945,NOR2xp33_ASAP7_75t_R,core,216,270,35676,19638
g212292__2883,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,36702,20448
g212293__2346,OAI21xp33_ASAP7_75t_R,core,270,270,37674,20718
g212294__1666,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,38322,16128
g212295__7410,OAI21xp33_ASAP7_75t_R,core,270,270,35460,19098
g212296__6417,OAI21xp33_ASAP7_75t_R,core,270,270,37134,19638
g212297__5477,OA21x2_ASAP7_75t_L,core,378,270,39186,18018
g212298__2398,AOI21xp5_ASAP7_75t_R,core,270,270,38754,19638
g212299__5107,OAI221xp5_ASAP7_75t_L,core,378,270,11700,32328
g212300__6260,AO21x1_ASAP7_75t_R,core,324,270,38430,18558
g212301__4319,OAI21xp33_ASAP7_75t_R,core,270,270,38376,18828
g212302__8428,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,38916,19368
g212303__5526,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,39186,17208
g212304__6783,AO21x1_ASAP7_75t_R,core,324,270,38484,17208
g212305__3680,OAI22xp5_ASAP7_75t_SL,core,324,270,12996,33948
g212306__1617,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,38970,18558
g212307,INVxp67_ASAP7_75t_SL,core,162,270,38160,21258
g212308,INVxp67_ASAP7_75t_R,core,162,270,37350,16128
g212309__2802,AOI22xp5_ASAP7_75t_SL,core,324,270,40374,17748
g212310__1705,AOI31xp33_ASAP7_75t_L,core,324,270,37890,20178
g212311__5122,AOI22xp5_ASAP7_75t_SL,core,324,270,12240,32868
